Averaged Runs,Iteration,Algorithm,Fitness,Time (ns),Restart Threshold
5,1,RHC,23.8,1088300.0,100
5,2,RHC,23.8,84980.0,100
5,4,RHC,25.4,113440.0,100
5,8,RHC,26.0,174400.0,100
5,16,RHC,27.0,221140.0,100
5,32,RHC,27.0,225120.0,100
5,64,RHC,26.6,452840.0,100
5,128,RHC,27.2,499380.0,100
5,256,RHC,27.8,967580.0,100
5,512,RHC,27.8,1686000.0,100
5,1024,RHC,28.0,2146940.0,100
5,2048,RHC,28.0,2477340.0,100
5,4096,RHC,28.0,3851960.0,100
