Averaged Runs,Iteration,Algorithm,Fitness,Time (ns),Restart Threshold
1,1,RHC,22.0,1641900.0,1000
1,2,RHC,25.0,43500.0,1000
1,4,RHC,19.0,95700.0,1000
1,8,RHC,27.0,77600.0,1000
1,16,RHC,31.0,158100.0,1000
1,32,RHC,28.0,258700.0,1000
1,64,RHC,38.0,434300.0,1000
1,128,RHC,30.0,336700.0,1000
1,256,RHC,40.0,494800.0,1000
1,512,RHC,43.0,733300.0,1000
1,1024,RHC,39.0,1397400.0,1000
1,2048,RHC,42.0,901700.0,1000
1,4096,RHC,43.0,1272600.0,1000
