Averaged Runs,Iteration,Algorithm,Fitness,Time (ns),Samples,Keep Pct
5,1,MIMIC,0.09166152008773072,6.66801E7,3000,0.2
5,2,MIMIC,0.09238946101749376,6.140854E7,3000,0.2
5,4,MIMIC,0.09818851873356334,1.054515E8,3000,0.2
5,8,MIMIC,0.12607167244417575,2.038425E8,3000,0.2
5,16,MIMIC,0.1657626474492255,3.4571838E8,3000,0.2
5,32,MIMIC,0.17919591272982943,6.7889988E8,3000,0.2
5,64,MIMIC,0.18962583564641658,1.10908536E9,3000,0.2
5,128,MIMIC,0.18491416744418565,2.11367872E9,3000,0.2
5,256,MIMIC,0.19544342653153846,4.14464382E9,3000,0.2
5,512,MIMIC,0.19810043833177454,8.03406004E9,3000,0.2
5,1024,MIMIC,0.20279687555285847,1.598242958E10,3000,0.2
5,2048,MIMIC,0.20282366736548516,3.168788656E10,3000,0.2
