Averaged Runs,Iteration,Algorithm,Fitness,Time (ns),Pop Size,Mate Pct,Mutate Pct
5,2,GA,0.05723321921565659,3.211712E7,5000,0.75,0.1
5,2,GA,0.056887736300887816,3.167874E7,5000,0.75,0.2
5,2,GA,0.05747997526108236,3.747154E7,5000,0.95,0.1
5,2,GA,0.0588797960955252,3.71754E7,5000,0.95,0.2
5,4,GA,0.059899930381763854,7836320.0,1000,0.5,0.1
5,4,GA,0.06192364623327175,7931460.0,1000,0.5,0.2
5,4,GA,0.06540042973708303,1.133972E7,1000,0.75,0.1
5,4,GA,0.06540728646087221,1.096498E7,1000,0.75,0.2
5,4,GA,0.06842917662964423,1.364932E7,1000,0.95,0.1
5,4,GA,0.06700731507145355,1.361988E7,1000,0.95,0.2
5,4,GA,0.06301869269414012,2.588874E7,3000,0.5,0.1
5,4,GA,0.06369737730309236,2.603452E7,3000,0.5,0.2
5,4,GA,0.06613805022999338,3.520872E7,3000,0.75,0.1
5,4,GA,0.0670985098835635,3.566028E7,3000,0.75,0.2
5,4,GA,0.06940226659077495,4.285918E7,3000,0.95,0.1
5,4,GA,0.06843155538968662,4.314646E7,3000,0.95,0.2
5,4,GA,0.06470546248986264,4.72571E7,5000,0.5,0.1
5,4,GA,0.06524291372249286,4.545472E7,5000,0.5,0.2
5,4,GA,0.06676175312322433,5.906544E7,5000,0.75,0.1
5,4,GA,0.06616213159322301,6.414146E7,5000,0.75,0.2
5,4,GA,0.069264556232202,7.37997E7,5000,0.95,0.1
5,4,GA,0.07005774007858437,7.107298E7,5000,0.95,0.2
5,8,GA,0.07380745003589287,1.467456E7,1000,0.5,0.1
5,8,GA,0.07602334422436444,1.528988E7,1000,0.5,0.2
5,8,GA,0.08108838138930564,2.093748E7,1000,0.75,0.1
5,8,GA,0.08162370881039346,2.455414E7,1000,0.75,0.2
5,8,GA,0.08774523994470138,3.07025E7,1000,0.95,0.1
5,8,GA,0.08525570456920897,4.435194E7,1000,0.95,0.2
5,8,GA,0.0776926660533885,6.054724E7,3000,0.5,0.1
5,8,GA,0.07653667094363811,6.88911E7,3000,0.5,0.2
5,8,GA,0.08541083499709465,6.471524E7,3000,0.75,0.1
5,8,GA,0.0842103797033468,6.531092E7,3000,0.75,0.2
5,8,GA,0.09228257783582504,8.024548E7,3000,0.95,0.1
5,8,GA,0.09400829618136211,8.335904E7,3000,0.95,0.2
5,8,GA,0.0753893474309267,1.1865198E8,5000,0.5,0.1
5,8,GA,0.07801212332741357,9.861496E7,5000,0.5,0.2
5,8,GA,0.08605716171504849,1.134416E8,5000,0.75,0.1
5,8,GA,0.08489191040436969,1.1448142E8,5000,0.75,0.2
5,8,GA,0.08943513598781458,1.4097242E8,5000,0.95,0.1
5,8,GA,0.09167726567126117,1.4190554E8,5000,0.95,0.2
5,16,GA,0.0957834437056008,2.883048E7,1000,0.5,0.1
5,16,GA,0.0941693628381691,2.905504E7,1000,0.5,0.2
5,16,GA,0.10658157245675726,4.050462E7,1000,0.75,0.1
5,16,GA,0.10275555100823763,4.086922E7,1000,0.75,0.2
5,16,GA,0.11333531733098168,4.998838E7,1000,0.95,0.1
5,16,GA,0.11216598774220987,4.891126E7,1000,0.95,0.2
5,16,GA,0.09580872294804141,9.143246E7,3000,0.5,0.1
5,16,GA,0.09462370572704318,9.257148E7,3000,0.5,0.2
5,16,GA,0.11085792783801059,1.2759282E8,3000,0.75,0.1
5,16,GA,0.10778145112079232,1.2716944E8,3000,0.75,0.2
5,16,GA,0.11500790347364531,1.5695562E8,3000,0.95,0.1
5,16,GA,0.11649110558124956,1.5617788E8,3000,0.95,0.2
5,16,GA,0.10014720943010136,1.6036598E8,5000,0.5,0.1
5,16,GA,0.09878957428662657,1.652402E8,5000,0.5,0.2
5,16,GA,0.11312179589635496,2.2007338E8,5000,0.75,0.1
5,16,GA,0.11217738196430127,2.236125E8,5000,0.75,0.2
5,16,GA,0.11891417118721623,2.7297674E8,5000,0.95,0.1
5,16,GA,0.11606134750828004,2.7097968E8,5000,0.95,0.2
5,32,GA,0.1196244284749692,5.446586E7,1000,0.5,0.1
5,32,GA,0.12018817748756727,5.760576E7,1000,0.5,0.2
5,32,GA,0.13641518770502126,7.597226E7,1000,0.75,0.1
5,32,GA,0.13193189055148843,7.775826E7,1000,0.75,0.2
5,32,GA,0.1409232064140557,9.486002E7,1000,0.95,0.1
5,32,GA,0.13759958798572142,9.514716E7,1000,0.95,0.2
5,32,GA,0.13733851274993122,1.7458434E8,3000,0.5,0.1
5,32,GA,0.12993402062326492,1.9236644E8,3000,0.5,0.2
5,32,GA,0.14542651665511747,2.4420642E8,3000,0.75,0.1
5,32,GA,0.13905445698481048,2.678589E8,3000,0.75,0.2
5,32,GA,0.14889703732496157,3.0187456E8,3000,0.95,0.1
5,32,GA,0.14681770400354108,3.0913796E8,3000,0.95,0.2
5,32,GA,0.13827033293903987,3.0477216E8,5000,0.5,0.1
5,32,GA,0.125895569635126,3.1746704E8,5000,0.5,0.2
5,32,GA,0.14581529767392204,4.2228718E8,5000,0.75,0.1
5,32,GA,0.14529404460987472,4.1971452E8,5000,0.75,0.2
5,32,GA,0.15405383682178045,5.0098232E8,5000,0.95,0.1
5,32,GA,0.15204266178596382,5.1396372E8,5000,0.95,0.2
5,64,GA,0.14406421594396446,1.009262E8,1000,0.5,0.1
5,64,GA,0.1452639733890706,1.0058876E8,1000,0.5,0.2
5,64,GA,0.13837147824347978,1.3288722E8,1000,0.75,0.1
5,64,GA,0.13757455580606426,1.3656946E8,1000,0.75,0.2
5,64,GA,0.13903460580291807,1.5340336E8,1000,0.95,0.1
5,64,GA,0.1376773278793493,1.5902348E8,1000,0.95,0.2
5,64,GA,0.1504483639241472,3.0440442E8,3000,0.5,0.1
5,64,GA,0.14729281095454563,3.149692E8,3000,0.5,0.2
5,64,GA,0.14526536166185852,4.156642E8,3000,0.75,0.1
5,64,GA,0.14800897412364483,4.3204984E8,3000,0.75,0.2
5,64,GA,0.14285569164281745,5.3621172E8,3000,0.95,0.1
5,64,GA,0.14172318549159488,5.2012336E8,3000,0.95,0.2
5,64,GA,0.15329477882376522,6.008086E8,5000,0.5,0.1
5,64,GA,0.15212406160705333,6.0286818E8,5000,0.5,0.2
5,64,GA,0.14671034973735572,8.570087E8,5000,0.75,0.1
5,64,GA,0.14639187859819106,7.962586E8,5000,0.75,0.2
5,64,GA,0.1411868522702697,9.0012202E8,5000,0.95,0.1
5,64,GA,0.14428478812072704,9.1369562E8,5000,0.95,0.2
5,128,GA,0.14153299527230284,1.7463044E8,1000,0.5,0.1
5,128,GA,0.1446034905409142,1.7769286E8,1000,0.5,0.2
5,128,GA,0.14320830899618922,2.4344468E8,1000,0.75,0.1
5,128,GA,0.13551915140739823,2.5537986E8,1000,0.75,0.2
5,128,GA,0.13942321681190228,2.914723E8,1000,0.95,0.1
5,128,GA,0.1367096243114189,3.030988E8,1000,0.95,0.2
5,128,GA,0.14449495614095859,5.9597776E8,3000,0.5,0.1
5,128,GA,0.1465965705020729,5.4861714E8,3000,0.5,0.2
5,128,GA,0.13677554531052122,7.6027448E8,3000,0.75,0.1
5,128,GA,0.14038668400173132,7.8165006E8,3000,0.75,0.2
5,128,GA,0.1399756375039738,9.4517068E8,3000,0.95,0.1
5,128,GA,0.13632127827005053,9.6498126E8,3000,0.95,0.2
5,128,GA,0.14645114497696005,9.6443406E8,5000,0.5,0.1
5,128,GA,0.1452355450146321,9.8909754E8,5000,0.5,0.2
5,128,GA,0.14063096427010588,1.2996645E9,5000,0.75,0.1
5,128,GA,0.13754022505749264,1.35868882E9,5000,0.75,0.2
5,128,GA,0.13971337017089377,1.64790992E9,5000,0.95,0.1
5,128,GA,0.14086060799379926,1.62793992E9,5000,0.95,0.2
5,256,GA,0.14106336858685942,3.2120282E8,1000,0.5,0.1
5,256,GA,0.14197139082226504,3.2409986E8,1000,0.5,0.2
5,256,GA,0.13923307689505932,4.4539102E8,1000,0.75,0.1
5,256,GA,0.13309417320088116,4.655226E8,1000,0.75,0.2
5,256,GA,0.13243621837682856,5.6634098E8,1000,0.95,0.1
5,256,GA,0.13227064210279563,5.728508E8,1000,0.95,0.2
5,256,GA,0.1463084077033472,1.06450252E9,3000,0.5,0.1
5,256,GA,0.15212043790006785,1.05580676E9,3000,0.5,0.2
5,256,GA,0.1366689813353186,1.46516586E9,3000,0.75,0.1
5,256,GA,0.13480730090346424,1.48286576E9,3000,0.75,0.2
5,256,GA,0.13457292096821843,1.79734938E9,3000,0.95,0.1
5,256,GA,0.1379826252699315,1.86026312E9,3000,0.95,0.2
5,256,GA,0.1512494100843848,1.78144774E9,5000,0.5,0.1
5,256,GA,0.1501644736197957,1.87847306E9,5000,0.5,0.2
5,256,GA,0.1442122434873172,2.51507096E9,5000,0.75,0.1
5,256,GA,0.14013856638213557,2.65382192E9,5000,0.75,0.2
5,256,GA,0.13545527082318048,3.21294406E9,5000,0.95,0.1
5,256,GA,0.1369084170276061,3.2435548E9,5000,0.95,0.2
5,512,GA,0.13885743200500025,6.2076048E8,1000,0.5,0.1
5,512,GA,0.13604092194836775,6.3257952E8,1000,0.5,0.2
5,512,GA,0.13530554650842022,8.8174996E8,1000,0.75,0.1
5,512,GA,0.1342712627557759,8.9780884E8,1000,0.75,0.2
5,512,GA,0.13439505330530305,1.14302598E9,1000,0.95,0.1
5,512,GA,0.13348952096677702,1.1618914E9,1000,0.95,0.2
5,512,GA,0.1377607407230009,2.04475376E9,3000,0.5,0.1
5,512,GA,0.14483773633032748,2.10791404E9,3000,0.5,0.2
5,512,GA,0.13609511925658654,2.91881788E9,3000,0.75,0.1
5,512,GA,0.13308762200813237,3.01031554E9,3000,0.75,0.2
5,512,GA,0.13901062261977445,3.64938096E9,3000,0.95,0.1
5,512,GA,0.13665668315785462,3.79572118E9,3000,0.95,0.2
5,512,GA,0.14327966581616147,3.5552648E9,5000,0.5,0.1
5,512,GA,0.13707400580641016,3.8074417E9,5000,0.5,0.2
5,512,GA,0.1333397602293825,5.17444962E9,5000,0.75,0.1
5,512,GA,0.1372184397142044,5.2123413E9,5000,0.75,0.2
5,512,GA,0.13577495043185642,6.50987324E9,5000,0.95,0.1
5,512,GA,0.13617712948918453,6.52864594E9,5000,0.95,0.2
5,1024,GA,0.13662691598769836,1.18308736E9,1000,0.5,0.1
5,1024,GA,0.13895044835535023,1.27517338E9,1000,0.5,0.2
5,1024,GA,0.1370914147028835,1.78879008E9,1000,0.75,0.1
5,1024,GA,0.13388663693928543,1.78204556E9,1000,0.75,0.2
5,1024,GA,0.1321113453320213,2.27766828E9,1000,0.95,0.1
5,1024,GA,0.13470435970913813,2.22194018E9,1000,0.95,0.2
5,1024,GA,0.13806865730270595,3.92494176E9,3000,0.5,0.1
5,1024,GA,0.14031905269582814,3.98593498E9,3000,0.5,0.2
5,1024,GA,0.13782395813574572,5.73187822E9,3000,0.75,0.1
5,1024,GA,0.13470952666742628,5.8532747E9,3000,0.75,0.2
5,1024,GA,0.13409825471115006,7.33524958E9,3000,0.95,0.1
5,1024,GA,0.1358494768966803,7.27588384E9,3000,0.95,0.2
5,1024,GA,0.138557888958415,7.00884806E9,5000,0.5,0.1
5,1024,GA,0.13481360648542046,7.1914744E9,5000,0.5,0.2
5,1024,GA,0.14145149185299344,9.88020206E9,5000,0.75,0.1
5,1024,GA,0.1367562511532234,1.003375944E10,5000,0.75,0.2
5,1024,GA,0.13661353848473504,1.275999028E10,5000,0.95,0.1
5,1024,GA,0.13598782476707313,1.257543238E10,5000,0.95,0.2
5,2048,GA,0.1402917172131313,2.3487582E9,1000,0.5,0.1
5,2048,GA,0.13177158751842413,2.53988188E9,1000,0.5,0.2
5,2048,GA,0.13629598179749133,3.48811358E9,1000,0.75,0.1
5,2048,GA,0.13085076635831916,3.54086666E9,1000,0.75,0.2
5,2048,GA,0.13697095352745844,4.37136118E9,1000,0.95,0.1
5,2048,GA,0.1313509376260302,4.42265228E9,1000,0.95,0.2
5,2048,GA,0.1392786114275476,7.57537062E9,3000,0.5,0.1
5,2048,GA,0.13419185693361949,8.04002434E9,3000,0.5,0.2
5,2048,GA,0.13527526972108245,1.10050013E10,3000,0.75,0.1
5,2048,GA,0.13471489730762026,1.119651338E10,3000,0.75,0.2
5,2048,GA,0.13478866113638993,1.428404096E10,3000,0.95,0.1
5,2048,GA,0.13743859638923528,1.456259064E10,3000,0.95,0.2
5,2048,GA,0.13889639142553714,1.38955285E10,5000,0.5,0.1
5,2048,GA,0.14062957661741743,1.377893878E10,5000,0.5,0.2
5,2048,GA,0.1351433192958414,1.900838114E10,5000,0.75,0.1
5,2048,GA,0.13530519483438422,1.974884176E10,5000,0.75,0.2
5,2048,GA,0.14129860705893693,2.399591042E10,5000,0.95,0.1
5,2048,GA,0.1361452203586569,2.418896738E10,5000,0.95,0.2
