Averaged Runs,Iteration,Algorithm,Fitness,Time (ns),Initial Temp,Decay
5,32,SA,0.035914455837941596,14380.0,10000.0,0.9999
5,64,SA,0.0453229065647933,37640.0,0.1,0.09
5,64,SA,0.04027504919473369,24280.0,0.1,0.9
5,64,SA,0.034974533520672216,27680.0,0.1,0.999
5,64,SA,0.03465375835322929,31740.0,0.1,0.9999
5,64,SA,0.04656937303932093,35780.0,1.0,0.09
5,64,SA,0.03813634595818812,30040.0,1.0,0.9
5,64,SA,0.03384878504913338,23700.0,1.0,0.999
5,64,SA,0.03356742776438807,23800.0,1.0,0.9999
5,64,SA,0.04754389322687407,36180.0,10.0,0.09
5,64,SA,0.03511608119273826,24360.0,10.0,0.9
5,64,SA,0.03627501200443176,23960.0,10.0,0.999
5,64,SA,0.03461114861567357,25500.0,10.0,0.9999
5,64,SA,0.046328894420061405,36940.0,100.0,0.09
5,64,SA,0.0352969156849723,25100.0,100.0,0.9
5,64,SA,0.0364511352310691,25140.0,100.0,0.999
5,64,SA,0.03646243919856803,28080.0,100.0,0.9999
5,64,SA,0.04774957016138618,35900.0,1000.0,0.09
5,64,SA,0.03449296462686787,25200.0,1000.0,0.9
5,64,SA,0.03546418416570452,25220.0,1000.0,0.999
5,64,SA,0.03537789478176345,25100.0,1000.0,0.9999
5,64,SA,0.04725815466187076,35980.0,10000.0,0.09
5,64,SA,0.0361277431178316,33000.0,10000.0,0.9
5,64,SA,0.034863025325507155,42760.0,10000.0,0.999
5,64,SA,0.0353588020899919,23760.0,10000.0,0.9999
5,128,SA,0.0526991967399551,76940.0,0.1,0.09
5,128,SA,0.048407602059501134,50960.0,0.1,0.9
5,128,SA,0.03459747606330486,46380.0,0.1,0.999
5,128,SA,0.03440016675567996,46680.0,0.1,0.9999
5,128,SA,0.052026236646283607,79960.0,1.0,0.09
5,128,SA,0.04644653383434307,48120.0,1.0,0.9
5,128,SA,0.03574305910067033,54160.0,1.0,0.999
5,128,SA,0.036805732048292836,46680.0,1.0,0.9999
5,128,SA,0.053707301960482956,75900.0,10.0,0.09
5,128,SA,0.04759343082406063,48220.0,10.0,0.9
5,128,SA,0.03726257821295066,47000.0,10.0,0.999
5,128,SA,0.03471401355135827,46040.0,10.0,0.9999
5,128,SA,0.054455294954999345,77980.0,100.0,0.09
5,128,SA,0.04004400959504836,47140.0,100.0,0.9
5,128,SA,0.035404024600866016,46300.0,100.0,0.999
5,128,SA,0.035050310040729185,46340.0,100.0,0.9999
5,128,SA,0.05176532351662908,116500.0,1000.0,0.09
5,128,SA,0.03740788669654041,46380.0,1000.0,0.9
5,128,SA,0.03587578702237638,47200.0,1000.0,0.999
5,128,SA,0.03534430934125361,46420.0,1000.0,0.9999
5,128,SA,0.05170509730391446,75700.0,10000.0,0.09
5,128,SA,0.0357405701634893,78840.0,10000.0,0.9
5,128,SA,0.03608986030890895,47620.0,10000.0,0.999
5,128,SA,0.0361445589378637,50200.0,10000.0,0.9999
5,256,SA,0.06352908367189758,184260.0,0.1,0.09
5,256,SA,0.05883103817613855,233620.0,0.1,0.9
5,256,SA,0.03480487976512948,141240.0,0.1,0.999
5,256,SA,0.03555308511058611,150400.0,0.1,0.9999
5,256,SA,0.06471692964838713,211600.0,1.0,0.09
5,256,SA,0.06015882288968601,180080.0,1.0,0.9
5,256,SA,0.03430228053710864,141860.0,1.0,0.999
5,256,SA,0.035463642543136456,139240.0,1.0,0.9999
5,256,SA,0.06110393837634008,369760.0,10.0,0.09
5,256,SA,0.05784173280455338,188220.0,10.0,0.9
5,256,SA,0.03569069598954317,141120.0,10.0,0.999
5,256,SA,0.0352295436773914,136420.0,10.0,0.9999
5,256,SA,0.06192068171861357,228900.0,100.0,0.09
5,256,SA,0.05522821656222112,150240.0,100.0,0.9
5,256,SA,0.034247152158516064,391720.0,100.0,0.999
5,256,SA,0.034887392552793425,174860.0,100.0,0.9999
5,256,SA,0.06274123320831428,148680.0,1000.0,0.09
5,256,SA,0.056366877469284725,106740.0,1000.0,0.9
5,256,SA,0.03507992086490752,101680.0,1000.0,0.999
5,256,SA,0.034041638729383435,97860.0,1000.0,0.9999
5,256,SA,0.06319756614831788,148560.0,10000.0,0.09
5,256,SA,0.05152904643746633,109340.0,10000.0,0.9
5,256,SA,0.0342214907167893,97460.0,10000.0,0.999
5,256,SA,0.03345942179050017,98120.0,10000.0,0.9999
5,512,SA,0.0731161287228797,426860.0,0.1,0.09
5,512,SA,0.07270711004588334,276060.0,0.1,0.9
5,512,SA,0.035820902975987015,200420.0,0.1,0.999
5,512,SA,0.03563205461354922,194840.0,0.1,0.9999
5,512,SA,0.07192194811064392,408920.0,1.0,0.09
5,512,SA,0.07331261944832657,283580.0,1.0,0.9
5,512,SA,0.03578621898249899,229720.0,1.0,0.999
5,512,SA,0.03473119970176837,194180.0,1.0,0.9999
5,512,SA,0.07612934976864534,413740.0,10.0,0.09
5,512,SA,0.068229565112625,460640.0,10.0,0.9
5,512,SA,0.03442603827057937,293560.0,10.0,0.999
5,512,SA,0.03536077783796027,213880.0,10.0,0.9999
5,512,SA,0.07531673419700594,475580.0,100.0,0.09
5,512,SA,0.069608409883698,290120.0,100.0,0.9
5,512,SA,0.03486084981586614,213920.0,100.0,0.999
5,512,SA,0.03642657788484131,248080.0,100.0,0.9999
5,512,SA,0.07207827337496134,461820.0,1000.0,0.09
5,512,SA,0.06533572595492176,352300.0,1000.0,0.9
5,512,SA,0.034405284592469054,221960.0,1000.0,0.999
5,512,SA,0.0335733526103212,205760.0,1000.0,0.9999
5,512,SA,0.07161786333033579,550060.0,10000.0,0.09
5,512,SA,0.0670830710848283,284760.0,10000.0,0.9
5,512,SA,0.035283098346108946,236580.0,10000.0,0.999
5,512,SA,0.035447177417662006,208760.0,10000.0,0.9999
5,1024,SA,0.08607211790865717,1085040.0,0.1,0.09
5,1024,SA,0.08168051815975975,717700.0,0.1,0.9
5,1024,SA,0.03765914151264545,482120.0,0.1,0.999
5,1024,SA,0.03692631543907346,529340.0,0.1,0.9999
5,1024,SA,0.08278671629320225,988840.0,1.0,0.09
5,1024,SA,0.08165224680668484,594240.0,1.0,0.9
5,1024,SA,0.03538168686282799,393140.0,1.0,0.999
5,1024,SA,0.036001904348915814,385960.0,1.0,0.9999
5,1024,SA,0.08080554289485618,954700.0,10.0,0.09
5,1024,SA,0.08397147375483484,584080.0,10.0,0.9
5,1024,SA,0.0356579021271866,402680.0,10.0,0.999
5,1024,SA,0.03565323397509522,387080.0,10.0,0.9999
5,1024,SA,0.08133472113206901,947000.0,100.0,0.09
5,1024,SA,0.08434966529531449,580900.0,100.0,0.9
5,1024,SA,0.03541919745426003,391660.0,100.0,0.999
5,1024,SA,0.036517715696858306,385000.0,100.0,0.9999
5,1024,SA,0.08520235977241063,953280.0,1000.0,0.09
5,1024,SA,0.08109927199488945,568340.0,1000.0,0.9
5,1024,SA,0.03672362306783375,490080.0,1000.0,0.999
5,1024,SA,0.03571521674511743,389420.0,1000.0,0.9999
5,1024,SA,0.08371334237193834,942180.0,10000.0,0.09
5,1024,SA,0.07892130076890358,617980.0,10000.0,0.9
5,1024,SA,0.036660653752591366,390060.0,10000.0,0.999
5,1024,SA,0.03513178837801997,406820.0,10000.0,0.9999
5,2048,SA,0.09709107580502552,2058800.0,0.1,0.09
5,2048,SA,0.09039525257888663,1258240.0,0.1,0.9
5,2048,SA,0.03525787563102027,796760.0,0.1,0.999
5,2048,SA,0.03544003874088928,796720.0,0.1,0.9999
5,2048,SA,0.08995525238832441,2127000.0,1.0,0.09
5,2048,SA,0.09584361150918863,1240480.0,1.0,0.9
5,2048,SA,0.035162503809547996,784040.0,1.0,0.999
5,2048,SA,0.03608633893703391,800460.0,1.0,0.9999
5,2048,SA,0.09292949287126619,2038040.0,10.0,0.09
5,2048,SA,0.09952684725371391,1227340.0,10.0,0.9
5,2048,SA,0.03607634899074344,758620.0,10.0,0.999
5,2048,SA,0.036216548496288616,752700.0,10.0,0.9999
5,2048,SA,0.10113553526005273,2133540.0,100.0,0.09
5,2048,SA,0.09359147022494257,1247360.0,100.0,0.9
5,2048,SA,0.03356025780748167,885940.0,100.0,0.999
5,2048,SA,0.03573657335457102,765720.0,100.0,0.9999
5,2048,SA,0.09110517445485755,2027540.0,1000.0,0.09
5,2048,SA,0.09650999803819406,1261680.0,1000.0,0.9
5,2048,SA,0.03455234789610559,769400.0,1000.0,0.999
5,2048,SA,0.03528205612999752,758980.0,1000.0,0.9999
5,2048,SA,0.09525334852408503,2107720.0,10000.0,0.09
5,2048,SA,0.09217308790954981,1219900.0,10000.0,0.9
5,2048,SA,0.035119731494199086,796180.0,10000.0,0.999
5,2048,SA,0.035685917952930093,779360.0,10000.0,0.9999
5,4096,SA,0.09920385769941222,4323620.0,0.1,0.09
5,4096,SA,0.11036427126953041,2590620.0,0.1,0.9
5,4096,SA,0.03882135041463915,1560700.0,0.1,0.999
5,4096,SA,0.03554411316484806,1709760.0,0.1,0.9999
5,4096,SA,0.10525544360245087,4408560.0,1.0,0.09
5,4096,SA,0.10281906566509405,2579500.0,1.0,0.9
5,4096,SA,0.0353783803365513,1528320.0,1.0,0.999
5,4096,SA,0.03541485946629893,1553540.0,1.0,0.9999
5,4096,SA,0.10664722512131926,4414400.0,10.0,0.09
5,4096,SA,0.1064897810593886,2636680.0,10.0,0.9
5,4096,SA,0.036683287218309914,1614180.0,10.0,0.999
5,4096,SA,0.03488171861193384,1604900.0,10.0,0.9999
5,4096,SA,0.10123372428662078,4291500.0,100.0,0.09
5,4096,SA,0.1065832085062645,2624220.0,100.0,0.9
5,4096,SA,0.03502161266477666,1559360.0,100.0,0.999
5,4096,SA,0.0359707967229504,1544720.0,100.0,0.9999
5,4096,SA,0.1058291105214838,4295540.0,1000.0,0.09
5,4096,SA,0.11182356910223698,2792060.0,1000.0,0.9
5,4096,SA,0.03769512781417391,1818960.0,1000.0,0.999
5,4096,SA,0.03505262864174129,1688060.0,1000.0,0.9999
5,4096,SA,0.10524646914805572,4959220.0,10000.0,0.09
5,4096,SA,0.10311275637800602,2835520.0,10000.0,0.9
5,4096,SA,0.033963664629540605,1662900.0,10000.0,0.999
5,4096,SA,0.036833231137683574,1551200.0,10000.0,0.9999
5,8192,SA,0.10750240001267783,8936820.0,0.1,0.09
5,8192,SA,0.10767734559170536,6014480.0,0.1,0.9
5,8192,SA,0.10874126249600591,3218400.0,0.1,0.999
5,8192,SA,0.03558567217593537,3145240.0,0.1,0.9999
5,8192,SA,0.10269604100677492,8968340.0,1.0,0.09
5,8192,SA,0.09953423762209383,5917580.0,1.0,0.9
5,8192,SA,0.08460477236074349,3132500.0,1.0,0.999
5,8192,SA,0.03430754365941829,3158300.0,1.0,0.9999
5,8192,SA,0.10836627965610128,8890920.0,10.0,0.09
5,8192,SA,0.12126348773548382,5970060.0,10.0,0.9
5,8192,SA,0.03671634783119257,3085140.0,10.0,0.999
5,8192,SA,0.0348355303912654,3231680.0,10.0,0.9999
5,8192,SA,0.1037069435779795,9290600.0,100.0,0.09
5,8192,SA,0.10291066733363836,6071600.0,100.0,0.9
5,8192,SA,0.0365808259194756,3289200.0,100.0,0.999
5,8192,SA,0.03602876904360906,3405520.0,100.0,0.9999
5,8192,SA,0.10484693253291044,8905400.0,1000.0,0.09
5,8192,SA,0.10602950821100468,6105140.0,1000.0,0.9
5,8192,SA,0.034229415817818645,3153040.0,1000.0,0.999
5,8192,SA,0.03422001446022529,3215060.0,1000.0,0.9999
5,8192,SA,0.11257153072216082,8950860.0,10000.0,0.09
5,8192,SA,0.11304447110098033,5988680.0,10000.0,0.9
5,8192,SA,0.03532914246915432,3278400.0,10000.0,0.999
5,8192,SA,0.03529553397595382,3250300.0,10000.0,0.9999
5,16384,SA,0.1081351238252426,1.827108E7,0.1,0.09
5,16384,SA,0.10925346426467808,1.574046E7,0.1,0.9
5,16384,SA,0.11934604917140981,7790940.0,0.1,0.999
5,16384,SA,0.034618699472980685,6366720.0,0.1,0.9999
5,16384,SA,0.11878592889243991,1.819002E7,1.0,0.09
5,16384,SA,0.11335857284623732,1.568906E7,1.0,0.9
5,16384,SA,0.11091013094876359,7200560.0,1.0,0.999
5,16384,SA,0.03509868208249513,6243080.0,1.0,0.9999
5,16384,SA,0.10905206899947295,1.823056E7,10.0,0.09
5,16384,SA,0.11901874662133369,1.585968E7,10.0,0.9
5,16384,SA,0.1153065959303033,6936460.0,10.0,0.999
5,16384,SA,0.035911423723220384,6298480.0,10.0,0.9999
5,16384,SA,0.11402813002154728,1.809992E7,100.0,0.09
5,16384,SA,0.1016709323388562,1.57973E7,100.0,0.9
5,16384,SA,0.10877880150591898,6812360.0,100.0,0.999
5,16384,SA,0.03519324064277034,6323100.0,100.0,0.9999
5,16384,SA,0.10729036638424061,1.808624E7,1000.0,0.09
5,16384,SA,0.1100623980229205,1.56158E7,1000.0,0.9
5,16384,SA,0.09924725524713661,6456820.0,1000.0,0.999
5,16384,SA,0.035366483185981956,6370560.0,1000.0,0.9999
5,16384,SA,0.10988145065299362,1.810908E7,10000.0,0.09
5,16384,SA,0.11223036427715934,1.567218E7,10000.0,0.9
5,16384,SA,0.045376147773044974,6352160.0,10000.0,0.999
5,16384,SA,0.03699255673035098,6353880.0,10000.0,0.9999
