Averaged Runs,Iteration,Algorithm,Fitness,Time (ns),Samples,Keep Pct
1,1,MIMIC,291,4.28E+10,5000,0.2
1,2,MIMIC,299,4.96E+10,5000,0.2
1,4,MIMIC,305,5.97E+10,5000,0.2
1,8,MIMIC,331,9.10E+10,5000,0.2
1,16,MIMIC,396,1.49E+11,5000,0.2
1,32,MIMIC,476,2.48E+11,5000,0.2
1,64,MIMIC,483,3.95E+11,5000,0.2
1,128,MIMIC,486,6.34E+11,5000,0.2
1,256,MIMIC,487,1.05E+12,5000,0.2
1,512,MIMIC,482,1.91E+12,5000,0.2
1,1024,MIMIC,481,3.58E+12,5000,0.2
