Averaged Runs,Iteration,Algorithm,Fitness,Time (ns),Restart Threshold
5,1,RHC,178.0,1474160.0,100
5,2,RHC,180.6,217140.0,100
5,4,RHC,181.0,347140.0,100
5,8,RHC,180.4,597760.0,100
5,16,RHC,184.8,400840.0,100
5,32,RHC,185.6,730540.0,100
5,64,RHC,187.4,1344580.0,100
5,128,RHC,186.6,2132060.0,100
5,256,RHC,188.6,3967400.0,100
5,512,RHC,189.0,2448920.0,100
5,1024,RHC,189.0,3901900.0,100
5,2048,RHC,189.4,6413740.0,100
5,4096,RHC,189.6,1.463226E7,100
