Averaged Runs,Iteration,Algorithm,Fitness,Time (ns),Restart Threshold
5,1,RHC,0.08066232794907499,353000.0,100
5,2,RHC,0.08464544445698753,45540.0,100
5,4,RHC,0.08645329737949761,40280.0,100
5,8,RHC,0.09040663057849792,52280.0,100
5,16,RHC,0.10201266718112542,86040.0,100
5,32,RHC,0.10987334798231525,76000.0,100
5,64,RHC,0.1208279770371058,114600.0,100
5,128,RHC,0.1377986754469835,183300.0,100
5,256,RHC,0.1593970161483737,330120.0,100
5,512,RHC,0.1672168194542533,460780.0,100
5,1024,RHC,0.18050043499804316,379140.0,100
5,2048,RHC,0.17739254404536414,769700.0,100
5,4096,RHC,0.18939725653338962,1630500.0,100
5,8192,RHC,0.18931507649638013,2652260.0,100
5,16384,RHC,0.19260396606887772,4539820.0,100
