Averaged Runs,Iteration,Algorithm,Fitness,Time (ns),Restart Threshold
1,1,RHC,12.0,1442000.0,1000
1,2,RHC,9.0,23500.0,1000
1,4,RHC,9.0,29500.0,1000
1,8,RHC,11.0,35500.0,1000
1,16,RHC,10.0,64900.0,1000
1,32,RHC,13.0,115400.0,1000
1,64,RHC,15.0,209700.0,1000
1,128,RHC,15.0,275100.0,1000
1,256,RHC,17.0,323700.0,1000
1,512,RHC,16.0,528500.0,1000
1,1024,RHC,17.0,1025200.0,1000
1,2048,RHC,16.0,925600.0,1000
1,4096,RHC,18.0,1043100.0,1000
