Averaged Runs,Iteration,Algorithm,Fitness,Time (ns),Samples,Keep Pct
1,1,MIMIC,18.0,9.0577E7,5000,0.2
1,2,MIMIC,19.0,6.186E7,5000,0.2
1,4,MIMIC,19.0,8.44386E7,5000,0.2
1,8,MIMIC,19.0,1.411404E8,5000,0.2
1,16,MIMIC,19.0,2.718954E8,5000,0.2
1,32,MIMIC,19.0,4.966792E8,5000,0.2
1,64,MIMIC,19.0,9.3958E8,5000,0.2
1,128,MIMIC,19.0,1.8730731E9,5000,0.2
1,256,MIMIC,19.0,3.7218435E9,5000,0.2
1,512,MIMIC,19.0,7.1180752E9,5000,0.2
1,1024,MIMIC,19.0,1.41874388E10,5000,0.2
